"ID";"INSEE COM";"NOM COM M";"INSEE DEP";"NOM DEP";"INSEE REG";"NOM REG";"XMIN";"YMIN";"XMAX";"YMAX"
1;1001;"ABERGEMENT CLEMENCIAT";1;"AIN";84;"AUVERGNE RHONE ALPES";846825;6559577;851130;6566700
2;1002;"ABERGEMENT DE VAREY";1;"AIN";84;"AUVERGNE RHONE ALPES";886026;6545456;889148;6550850
3;1004;"AMBERIEU EN BUGEY";1;"AIN";84;"AUVERGNE RHONE ALPES";880237;6539610;886863;6545363
4;1005;"AMBERIEUX EN DOMBES";1;"AIN";84;"AUVERGNE RHONE ALPES";845170;6543924;850799;6548473
5;1006;"AMBLEON";1;"AIN";84;"AUVERGNE RHONE ALPES";899820;6518271;903300;6521413
6;1007;"AMBRONAY";1;"AIN";84;"AUVERGNE RHONE ALPES";877934;6544869;887747;6551762
7;1008;"AMBUTRIX";1;"AIN";84;"AUVERGNE RHONE ALPES";878922;6538500;882991;6541275
8;1009;"ANDERT ET CONDON";1;"AIN";84;"AUVERGNE RHONE ALPES";905177;6521317;908087;6526612
9;1010;"ANGLEFORT";1;"AIN";84;"AUVERGNE RHONE ALPES";913981;6534659;919285;6541708
10;1011;"APREMONT";1;"AIN";84;"AUVERGNE RHONE ALPES";902749;6567639;907622;6573600
11;1012;"ARANC";1;"AIN";84;"AUVERGNE RHONE ALPES";891412;6544200;897671;6550240
12;1013;"ARANDAS";1;"AIN";84;"AUVERGNE RHONE ALPES";891019;6531577;896316;6538730
13;1014;"ARBENT";1;"AIN";84;"AUVERGNE RHONE ALPES";904080;6576564;909869;6582522
14;1015;"ARBOYS EN BUGEY";1;"AIN";84;"AUVERGNE RHONE ALPES";902595;6511679;908232;6521658
15;1016;"ARBIGNY";1;"AIN";84;"AUVERGNE RHONE ALPES";846834;6597181;854072;6602270
16;1017;"ARGIS";1;"AIN";84;"AUVERGNE RHONE ALPES";890540;6537993;893976;6541926
17;1019;"ARMIX";1;"AIN";84;"AUVERGNE RHONE ALPES";898151;6529834;902724;6532869
18;1021;"ARS SUR FORMANS";1;"AIN";84;"AUVERGNE RHONE ALPES";839395;6543159;842259;6546912
19;1022;"ARTEMARE";1;"AIN";84;"AUVERGNE RHONE ALPES";907644;6532540;909976;6534663
20;1023;"ASNIERES SUR SAONE";1;"AIN";84;"AUVERGNE RHONE ALPES";843395;6587166;845836;6590927
21;1024;"ATTIGNAT";1;"AIN";84;"AUVERGNE RHONE ALPES";865024;6575207;870843;6581898
22;1025;"BAGE DOMMARTIN";1;"AIN";84;"AUVERGNE RHONE ALPES";846603;6577985;856555;6587398
23;1026;"BAGE LE CHATEL";1;"AIN";84;"AUVERGNE RHONE ALPES";847816;6579939;849289;6581086
24;1027;"BALAN";1;"AIN";84;"AUVERGNE RHONE ALPES";860981;6524224;866153;6530618
25;1028;"BANEINS";1;"AIN";84;"AUVERGNE RHONE ALPES";845204;6556639;848942;6560633
26;1029;"BEAUPONT";1;"AIN";84;"AUVERGNE RHONE ALPES";871391;6590728;876206;6598150
27;1030;"BEAUREGARD";1;"AIN";84;"AUVERGNE RHONE ALPES";835302;6545540;836574;6546690
28;1031;"BELLIGNAT";1;"AIN";84;"AUVERGNE RHONE ALPES";901326;6572306;905048;6576803
29;1032;"BELIGNEUX";1;"AIN";84;"AUVERGNE RHONE ALPES";863723;6529275;868596;6533584
30;1033;"VALSERHONE";1;"AIN";84;"AUVERGNE RHONE ALPES";910108;6557056;921411;6566872
31;1034;"BELLEY";1;"AIN";84;"AUVERGNE RHONE ALPES";906381;6515610;912173;6523393
32;1035;"BELLEYDOUX";1;"AIN";84;"AUVERGNE RHONE ALPES";910486;6574446;917956;6577994
33;1036;"VALROMEY SUR SERAN";1;"AIN";84;"AUVERGNE RHONE ALPES";902662;6532518;910172;6546428
34;1037;"BENONCES";1;"AIN";84;"AUVERGNE RHONE ALPES";890203;6526532;895288;6533335
35;1038;"BENY";1;"AIN";84;"AUVERGNE RHONE ALPES";872763;6579172;877907;6585644
36;1039;"BEON";1;"AIN";84;"AUVERGNE RHONE ALPES";911675;6529842;914924;6535007
37;1040;"BEREZIAT";1;"AIN";84;"AUVERGNE RHONE ALPES";854809;6585683;859323;6589476
38;1041;"BETTANT";1;"AIN";84;"AUVERGNE RHONE ALPES";881310;6538145;884890;6541759
39;1042;"BEY";1;"AIN";84;"AUVERGNE RHONE ALPES";841147;6569111;843085;6571640
40;1043;"BEYNOST";1;"AIN";84;"AUVERGNE RHONE ALPES";853075;6525130;856768;6531289
41;1044;"BILLIAT";1;"AIN";84;"AUVERGNE RHONE ALPES";909714;6555175;917252;6558542
42;1045;"BIRIEUX";1;"AIN";84;"AUVERGNE RHONE ALPES";855248;6538587;860689;6543566
43;1046;"BIZIAT";1;"AIN";84;"AUVERGNE RHONE ALPES";847188;6568331;851723;6574039
44;1047;"BLYES";1;"AIN";84;"AUVERGNE RHONE ALPES";872599;6527580;876762;6531757
45;1049;"BOISSE";1;"AIN";84;"AUVERGNE RHONE ALPES";854290;6527154;860146;6532076
46;1050;"BOISSEY";1;"AIN";84;"AUVERGNE RHONE ALPES";851734;6585027;855405;6590546
47;1051;"BOLOZON";1;"AIN";84;"AUVERGNE RHONE ALPES";888828;6567124;892018;6571506
48;1052;"BOULIGNEUX";1;"AIN";84;"AUVERGNE RHONE ALPES";850388;6546115;858332;6551200
49;1053;"BOURG EN BRESSE";1;"AIN";84;"AUVERGNE RHONE ALPES";870129;6566384;876262;6572555
50;1054;"BOURG SAINT CHRISTOPHE";1;"AIN";84;"AUVERGNE RHONE ALPES";863760;6531802;867996;6535971
51;1056;"BOYEUX SAINT JEROME";1;"AIN";84;"AUVERGNE RHONE ALPES";888269;6548354;892430;6554441
52;1057;"BOZ";1;"AIN";84;"AUVERGNE RHONE ALPES";845010;6589596;849451;6593741
53;1058;"BREGNIER CORDON";1;"AIN";84;"AUVERGNE RHONE ALPES";901344;6504695;906311;6511158
54;1060;"BRENOD";1;"AIN";84;"AUVERGNE RHONE ALPES";899574;6552285;904123;6560982
55;1061;"BRENS";1;"AIN";84;"AUVERGNE RHONE ALPES";908183;6514183;910350;6518866
56;1062;"BRESSOLLES";1;"AIN";84;"AUVERGNE RHONE ALPES";861335;6530261;864191;6534468
57;1063;"BRION";1;"AIN";84;"AUVERGNE RHONE ALPES";895252;6564891;897839;6567872
58;1064;"BRIORD";1;"AIN";84;"AUVERGNE RHONE ALPES";890093;6519162;895714;6524369
59;1065;"BUELLAS";1;"AIN";84;"AUVERGNE RHONE ALPES";863602;6567839;867392;6572627
60;1066;"BURBANCHE";1;"AIN";84;"AUVERGNE RHONE ALPES";895566;6528972;899778;6535891
61;1067;"CEIGNES";1;"AIN";84;"AUVERGNE RHONE ALPES";890972;6559257;894374;6563733
62;1068;"CERDON";1;"AIN";84;"AUVERGNE RHONE ALPES";888773;6553306;893866;6558323
63;1069;"CERTINES";1;"AIN";84;"AUVERGNE RHONE ALPES";872401;6559237;877194;6564454
64;1071;"CESSY";1;"AIN";84;"AUVERGNE RHONE ALPES";934994;6582440;939181;6585763
65;1072;"CEYZERIAT";1;"AIN";84;"AUVERGNE RHONE ALPES";876848;6565599;880880;6569081
66;1073;"CEYZERIEU";1;"AIN";84;"AUVERGNE RHONE ALPES";907645;6527137;914532;6532736
67;1074;"CHALAMONT";1;"AIN";84;"AUVERGNE RHONE ALPES";864280;6544157;872051;6552769
68;1075;"CHALEINS";1;"AIN";84;"AUVERGNE RHONE ALPES";836871;6546839;841504;6553341
69;1076;"CHALEY";1;"AIN";84;"AUVERGNE RHONE ALPES";895135;6540362;898656;6543946
70;1077;"CHALLES LA MONTAGNE";1;"AIN";84;"AUVERGNE RHONE ALPES";888066;6559319;891179;6563029
71;1078;"CHALLEX";1;"AIN";84;"AUVERGNE RHONE ALPES";927738;6566121;930965;6570631
72;1079;"CHAMPAGNE EN VALROMEY";1;"AIN";84;"AUVERGNE RHONE ALPES";906658;6536719;910571;6544089
73;1080;"CHAMPDOR CORCELLES";1;"AIN";84;"AUVERGNE RHONE ALPES";896881;6547995;903514;6555766
74;1081;"CHAMPFROMIER";1;"AIN";84;"AUVERGNE RHONE ALPES";913895;6568489;920938;6578612
75;1082;"CHANAY";1;"AIN";84;"AUVERGNE RHONE ALPES";910725;6546336;917471;6550622
76;1083;"CHANEINS";1;"AIN";84;"AUVERGNE RHONE ALPES";840484;6554851;845646;6558496
77;1084;"CHANOZ CHATENAY";1;"AIN";84;"AUVERGNE RHONE ALPES";854190;6564560;858993;6569939
78;1085;"CHAPELLE DU CHATELARD";1;"AIN";84;"AUVERGNE RHONE ALPES";853732;6549932;858129;6558188
79;1087;"CHARIX";1;"AIN";84;"AUVERGNE RHONE ALPES";903749;6565358;909343;6572593
80;1088;"CHARNOZ SUR AIN";1;"AIN";84;"AUVERGNE RHONE ALPES";870604;6530765;874584;6535355
81;1089;"CHATEAU GAILLARD";1;"AIN";84;"AUVERGNE RHONE ALPES";876555;6541242;880931;6546748
82;1090;"CHATENAY";1;"AIN";84;"AUVERGNE RHONE ALPES";868535;6547107;873080;6552717
83;1092;"CHATILLON LA PALUD";1;"AIN";84;"AUVERGNE RHONE ALPES";871355;6541791;876392;6546660
84;1093;"CHATILLON SUR CHALARONNE";1;"AIN";84;"AUVERGNE RHONE ALPES";848715;6557040;853265;6563784
85;1094;"CHAVANNES SUR REYSSOUZE";1;"AIN";84;"AUVERGNE RHONE ALPES";851775;6592633;856361;6598014
86;1095;"NIVIGNE ET SURAN";1;"AIN";84;"AUVERGNE RHONE ALPES";884031;6574035;890442;6583388
87;1096;"CHAVEYRIAT";1;"AIN";84;"AUVERGNE RHONE ALPES";855288;6565860;861350;6571413
88;1098;"CHAZEY BONS";1;"AIN";84;"AUVERGNE RHONE ALPES";903911;6522531;910459;6529205
89;1099;"CHAZEY SUR AIN";1;"AIN";84;"AUVERGNE RHONE ALPES";872433;6530908;878069;6539462
90;1100;"CHEIGNIEU LA BALME";1;"AIN";84;"AUVERGNE RHONE ALPES";899189;6526777;904772;6529509
91;1101;"CHEVILLARD";1;"AIN";84;"AUVERGNE RHONE ALPES";897581;6558093;901092;6561513
92;1102;"CHEVROUX";1;"AIN";84;"AUVERGNE RHONE ALPES";848375;6585563;852833;6592046
93;1103;"CHEVRY";1;"AIN";84;"AUVERGNE RHONE ALPES";933050;6578936;936030;6582141
94;1104;"CHEZERY FORENS";1;"AIN";84;"AUVERGNE RHONE ALPES";917049;6566484;925247;6580389
95;1105;"CIVRIEUX";1;"AIN";84;"AUVERGNE RHONE ALPES";843251;6534368;849567;6540515
96;1106;"CIZE";1;"AIN";84;"AUVERGNE RHONE ALPES";887647;6568079;890182;6571489
97;1107;"CLEYZIEU";1;"AIN";84;"AUVERGNE RHONE ALPES";886956;6534450;890114;6538731
98;1108;"COLIGNY";1;"AIN";84;"AUVERGNE RHONE ALPES";876155;6587921;882724;6592637
99;1109;"COLLONGES";1;"AIN";84;"AUVERGNE RHONE ALPES";920988;6561902;926730;6566291
100;1110;"COLOMIEU";1;"AIN";84;"AUVERGNE RHONE ALPES";902969;6516439;905449;6520211
101;1111;"CONAND";1;"AIN";84;"AUVERGNE RHONE ALPES";889207;6530621;895219;6538493
102;1112;"CONDAMINE";1;"AIN";84;"AUVERGNE RHONE ALPES";895657;6558070;899753;6560772
103;1113;"CONDEISSIAT";1;"AIN";84;"AUVERGNE RHONE ALPES";858399;6560631;863593;6566784
104;1114;"CONFORT";1;"AIN";84;"AUVERGNE RHONE ALPES";916332;6563382;921339;6567488
105;1115;"CONFRANCON";1;"AIN";84;"AUVERGNE RHONE ALPES";855645;6574259;861668;6579490
106;1116;"CONTREVOZ";1;"AIN";84;"AUVERGNE RHONE ALPES";900166;6522573;906234;6528056
107;1117;"CONZIEU";1;"AIN";84;"AUVERGNE RHONE ALPES";900636;6515174;904021;6519277
108;1118;"CORBONOD";1;"AIN";84;"AUVERGNE RHONE ALPES";912565;6541120;919426;6548024
109;1121;"CORLIER";1;"AIN";84;"AUVERGNE RHONE ALPES";892042;6549717;894726;6553489
110;1123;"CORMORANCHE SUR SAONE";1;"AIN";84;"AUVERGNE RHONE ALPES";838798;6571220;843318;6575581
111;1124;"CORMOZ";1;"AIN";84;"AUVERGNE RHONE ALPES";867943;6591936;873159;6598968
112;1125;"CORVEISSIAT";1;"AIN";84;"AUVERGNE RHONE ALPES";887993;6570840;893557;6579844
113;1127;"COURMANGOUX";1;"AIN";84;"AUVERGNE RHONE ALPES";878039;6580021;884805;6586328
114;1128;"COURTES";1;"AIN";84;"AUVERGNE RHONE ALPES";859967;6595468;864321;6599209
115;1129;"CRANS";1;"AIN";84;"AUVERGNE RHONE ALPES";866950;6540774;872453;6545566
116;1130;"BRESSE VALLONS";1;"AIN";84;"AUVERGNE RHONE ALPES";864445;6579757;871367;6586499
117;1133;"CRESSIN ROCHEFORT";1;"AIN";84;"AUVERGNE RHONE ALPES";913258;6522053;916277;6526231
118;1134;"CROTTET";1;"AIN";84;"AUVERGNE RHONE ALPES";841214;6575777;847605;6579817
119;1135;"CROZET";1;"AIN";84;"AUVERGNE RHONE ALPES";927217;6577615;933454;6584627
120;1136;"CRUZILLES LES MEPILLAT";1;"AIN";84;"AUVERGNE RHONE ALPES";842797;6568452;846384;6573506
121;1138;"CULOZ";1;"AIN";84;"AUVERGNE RHONE ALPES";913805;6528464;918313;6535875
122;1139;"CURCIAT DONGALON";1;"AIN";84;"AUVERGNE RHONE ALPES";862849;6597487;869529;6604403
123;1140;"CURTAFOND";1;"AIN";84;"AUVERGNE RHONE ALPES";859358;6574528;864810;6579608
124;1141;"CUZIEU";1;"AIN";84;"AUVERGNE RHONE ALPES";906410;6526692;909755;6529678
125;1142;"DAGNEUX";1;"AIN";84;"AUVERGNE RHONE ALPES";859380;6528306;862570;6532445
126;1143;"DIVONNE LES BAINS";1;"AIN";84;"AUVERGNE RHONE ALPES";934435;6586250;943636;6595437
127;1145;"DOMPIERRE SUR VEYLE";1;"AIN";84;"AUVERGNE RHONE ALPES";868164;6550650;874523;6558077
128;1146;"DOMPIERRE SUR CHALARONNE";1;"AIN";84;"AUVERGNE RHONE ALPES";845476;6560246;847902;6563787
129;1147;"DOMSURE";1;"AIN";84;"AUVERGNE RHONE ALPES";873854;6590592;878478;6596995
130;1148;"DORTAN";1;"AIN";84;"AUVERGNE RHONE ALPES";900403;6580336;906550;6586172
131;1149;"DOUVRES";1;"AIN";84;"AUVERGNE RHONE ALPES";881662;6544333;885629;6546711
132;1150;"DROM";1;"AIN";84;"AUVERGNE RHONE ALPES";880684;6569879;884239;6573456
133;1151;"DRUILLAT";1;"AIN";84;"AUVERGNE RHONE ALPES";873756;6551811;880931;6557545
134;1152;"ECHALLON";1;"AIN";84;"AUVERGNE RHONE ALPES";907906;6569784;913518;6577410
135;1153;"ECHENEVEX";1;"AIN";84;"AUVERGNE RHONE ALPES";928477;6581295;935898;6587546
136;1155;"EVOSGES";1;"AIN";84;"AUVERGNE RHONE ALPES";891804;6540852;895408;6545983
137;1156;"FARAMANS";1;"AIN";84;"AUVERGNE RHONE ALPES";862538;6534078;867013;6538978
138;1157;"FAREINS";1;"AIN";84;"AUVERGNE RHONE ALPES";834909;6546312;838691;6550898
139;1158;"FARGES";1;"AIN";84;"AUVERGNE RHONE ALPES";920652;6564988;927629;6569021
140;1159;"FEILLENS";1;"AIN";84;"AUVERGNE RHONE ALPES";842444;6581578;847798;6586204
141;1160;"FERNEY VOLTAIRE";1;"AIN";84;"AUVERGNE RHONE ALPES";937840;6575558;940645;6578780
142;1162;"FLAXIEU";1;"AIN";84;"AUVERGNE RHONE ALPES";911723;6525934;914761;6528788
143;1163;"FOISSIAT";1;"AIN";84;"AUVERGNE RHONE ALPES";863915;6584901;871878;6592839
144;1165;"FRANCHELEINS";1;"AIN";84;"AUVERGNE RHONE ALPES";836653;6552263;843261;6555636
145;1166;"FRANS";1;"AIN";84;"AUVERGNE RHONE ALPES";836344;6543058;839419;6546904
146;1167;"GARNERANS";1;"AIN";84;"AUVERGNE RHONE ALPES";838383;6567751;843595;6571648
147;1169;"GENOUILLEUX";1;"AIN";84;"AUVERGNE RHONE ALPES";836833;6558405;839999;6560573
148;1170;"BEARD GEOVREISSIAT";1;"AIN";84;"AUVERGNE RHONE ALPES";895043;6567225;898159;6569926
149;1171;"GEOVREISSET";1;"AIN";84;"AUVERGNE RHONE ALPES";900035;6574348;903011;6577176
150;1173;"GEX";1;"AIN";84;"AUVERGNE RHONE ALPES";930708;6584090;938271;6591996
151;1174;"GIRON";1;"AIN";84;"AUVERGNE RHONE ALPES";912638;6569897;917456;6575147
152;1175;"GORREVOD";1;"AIN";84;"AUVERGNE RHONE ALPES";847847;6591015;851783;6593902
153;1177;"GRAND CORENT";1;"AIN";84;"AUVERGNE RHONE ALPES";886238;6567141;889869;6574124
154;1179;"GRIEGES";1;"AIN";84;"AUVERGNE RHONE ALPES";839904;6572159;844642;6579405
155;1180;"GRILLY";1;"AIN";84;"AUVERGNE RHONE ALPES";937629;6584286;941316;6587804
156;1181;"GROISSIAT";1;"AIN";84;"AUVERGNE RHONE ALPES";899659;6571309;903878;6574659
157;1183;"GUEREINS";1;"AIN";84;"AUVERGNE RHONE ALPES";835969;6556460;839591;6559099
158;1184;"HAUTECOURT ROMANECHE";1;"AIN";84;"AUVERGNE RHONE ALPES";885083;6560924;889999;6569153
159;1185;"PLATEAU D HAUTEVILLE";1;"AIN";84;"AUVERGNE RHONE ALPES";894959;6531531;904299;6548723
160;1187;"HAUT VALROMEY";1;"AIN";84;"AUVERGNE RHONE ALPES";902668;6543471;912746;6562207
161;1188;"ILLIAT";1;"AIN";84;"AUVERGNE RHONE ALPES";842141;6564105;849137;6569202
162;1189;"INJOUX GENISSIAT";1;"AIN";84;"AUVERGNE RHONE ALPES";910223;6550750;917583;6556738
163;1190;"INNIMOND";1;"AIN";84;"AUVERGNE RHONE ALPES";898055;6520967;901531;6527348
164;1191;"IZENAVE";1;"AIN";84;"AUVERGNE RHONE ALPES";892606;6549285;897646;6554350
165;1192;"IZERNORE";1;"AIN";84;"AUVERGNE RHONE ALPES";894474;6568757;900269;6574624
166;1193;"IZIEU";1;"AIN";84;"AUVERGNE RHONE ALPES";903883;6507692;906989;6511651
167;1194;"JASSANS RIOTTIER";1;"AIN";84;"AUVERGNE RHONE ALPES";835392;6541201;837544;6545676
168;1195;"JASSERON";1;"AIN";84;"AUVERGNE RHONE ALPES";875649;6568580;881544;6573822
169;1196;"JAYAT";1;"AIN";84;"AUVERGNE RHONE ALPES";860216;6584667;864517;6590796
170;1197;"JOURNANS";1;"AIN";84;"AUVERGNE RHONE ALPES";878885;6562423;881241;6564153
171;1198;"JOYEUX";1;"AIN";84;"AUVERGNE RHONE ALPES";860095;6537842;865205;6543464
172;1199;"JUJURIEUX";1;"AIN";84;"AUVERGNE RHONE ALPES";883576;6550202;889406;6555623
173;1200;"LABALME";1;"AIN";84;"AUVERGNE RHONE ALPES";891215;6555428;894121;6559939
174;1202;"LAGNIEU";1;"AIN";84;"AUVERGNE RHONE ALPES";877373;6530206;885480;6538764
175;1203;"LAIZ";1;"AIN";84;"AUVERGNE RHONE ALPES";843681;6572043;849161;6575041
176;1204;"POIZAT LALLEYRIAT";1;"AIN";84;"AUVERGNE RHONE ALPES";904191;6559983;911885;6566958
177;1206;"LANTENAY";1;"AIN";84;"AUVERGNE RHONE ALPES";894344;6551566;898038;6555489
178;1207;"LAPEYROUSE";1;"AIN";84;"AUVERGNE RHONE ALPES";850382;6542223;856471;6547221
179;1208;"LAVOURS";1;"AIN";84;"AUVERGNE RHONE ALPES";913800;6525373;916405;6529146
180;1209;"LEAZ";1;"AIN";84;"AUVERGNE RHONE ALPES";920665;6557946;923684;6563789
181;1210;"LELEX";1;"AIN";84;"AUVERGNE RHONE ALPES";922710;6577207;928015;6583494
182;1211;"LENT";1;"AIN";84;"AUVERGNE RHONE ALPES";866319;6555552;873120;6564034
183;1212;"LESCHEROUX";1;"AIN";84;"AUVERGNE RHONE ALPES";862550;6588994;868826;6595223
184;1213;"LEYMENT";1;"AIN";84;"AUVERGNE RHONE ALPES";875278;6536574;880075;6541736
185;1214;"LEYSSARD";1;"AIN";84;"AUVERGNE RHONE ALPES";889816;6562077;892333;6568541
186;1215;"SURJOUX LHOPITAL";1;"AIN";84;"AUVERGNE RHONE ALPES";910424;6550125;917516;6553235
187;1216;"LHUIS";1;"AIN";84;"AUVERGNE RHONE ALPES";894210;6515869;900682;6523153
188;1219;"LOMPNAS";1;"AIN";84;"AUVERGNE RHONE ALPES";893923;6524133;898382;6529247
189;1224;"LOYETTES";1;"AIN";84;"AUVERGNE RHONE ALPES";869104;6521226;875223;6527132
190;1225;"LURCY";1;"AIN";84;"AUVERGNE RHONE ALPES";836004;6551790;839240;6554199
191;1227;"MAGNIEU";1;"AIN";84;"AUVERGNE RHONE ALPES";909030;6521102;913542;6525488
192;1228;"MAILLAT";1;"AIN";84;"AUVERGNE RHONE ALPES";893643;6557970;897861;6563933
193;1229;"MALAFRETAZ";1;"AIN";84;"AUVERGNE RHONE ALPES";863392;6580756;866823;6585906
194;1230;"MANTENAY MONTLIN";1;"AIN";84;"AUVERGNE RHONE ALPES";859832;6592392;863636;6596731
195;1231;"MANZIAT";1;"AIN";84;"AUVERGNE RHONE ALPES";843929;6584581;848592;6588977
196;1232;"MARBOZ";1;"AIN";84;"AUVERGNE RHONE ALPES";870051;6579017;875251;6591505
197;1233;"MARCHAMP";1;"AIN";84;"AUVERGNE RHONE ALPES";895610;6520340;900808;6525351
198;1234;"MARIGNIEU";1;"AIN";84;"AUVERGNE RHONE ALPES";909755;6524840;912364;6527433
199;1235;"MARLIEUX";1;"AIN";84;"AUVERGNE RHONE ALPES";857368;6549754;863536;6555459
200;1236;"MARSONNAS";1;"AIN";84;"AUVERGNE RHONE ALPES";855170;6581891;861774;6586746
201;1237;"MARTIGNAT";1;"AIN";84;"AUVERGNE RHONE ALPES";898838;6568078;903556;6572672
202;1238;"MASSIEUX";1;"AIN";84;"AUVERGNE RHONE ALPES";839812;6534557;843559;6537711
203;1239;"MASSIGNIEU DE RIVES";1;"AIN";84;"AUVERGNE RHONE ALPES";912095;6519352;916402;6523048
204;1240;"MATAFELON GRANGES";1;"AIN";84;"AUVERGNE RHONE ALPES";889579;6570497;899343;6580420
205;1241;"MEILLONNAS";1;"AIN";84;"AUVERGNE RHONE ALPES";876808;6571529;882853;6577164
206;1242;"MERIGNAT";1;"AIN";84;"AUVERGNE RHONE ALPES";887600;6553563;889984;6555665
207;1243;"MESSIMY SUR SAONE";1;"AIN";84;"AUVERGNE RHONE ALPES";834457;6549800;837844;6552827
208;1244;"MEXIMIEUX";1;"AIN";84;"AUVERGNE RHONE ALPES";868532;6533453;874307;6539064
209;1245;"BOHAS MEYRIAT RIGNAT";1;"AIN";84;"AUVERGNE RHONE ALPES";880299;6559661;886381;6566375
210;1246;"MEZERIAT";1;"AIN";84;"AUVERGNE RHONE ALPES";854069;6570872;861495;6575960
211;1247;"MIJOUX";1;"AIN";84;"AUVERGNE RHONE ALPES";926281;6582708;936621;6594848
212;1248;"MIONNAY";1;"AIN";84;"AUVERGNE RHONE ALPES";845812;6532308;853073;6537139
213;1249;"MIRIBEL";1;"AIN";84;"AUVERGNE RHONE ALPES";847475;6524798;853865;6533352
214;1250;"MISERIEUX";1;"AIN";84;"AUVERGNE RHONE ALPES";838585;6540289;842249;6546197
215;1252;"MOGNENEINS";1;"AIN";84;"AUVERGNE RHONE ALPES";838641;6560602;842400;6563898
216;1254;"MONTAGNAT";1;"AIN";84;"AUVERGNE RHONE ALPES";872980;6563712;878483;6568503
217;1255;"MONTAGNIEU";1;"AIN";84;"AUVERGNE RHONE ALPES";889373;6523622;892665;6527374
218;1257;"MONTANGES";1;"AIN";84;"AUVERGNE RHONE ALPES";912825;6564890;917614;6569687
219;1258;"MONTCEAUX";1;"AIN";84;"AUVERGNE RHONE ALPES";836603;6555335;842113;6558591
220;1259;"MONTCET";1;"AIN";84;"AUVERGNE RHONE ALPES";861631;6569249;863962;6572883
221;1260;"MONTELLIER";1;"AIN";84;"AUVERGNE RHONE ALPES";858090;6535660;862710;6541587
222;1261;"MONTHIEUX";1;"AIN";84;"AUVERGNE RHONE ALPES";848757;6540062;852982;6544350
223;1262;"MONTLUEL";1;"AIN";84;"AUVERGNE RHONE ALPES";852155;6528639;860883;6539249
224;1263;"MONTMERLE SUR SAONE";1;"AIN";84;"AUVERGNE RHONE ALPES";834978;6553506;836856;6557212
225;1264;"MONTRACOL";1;"AIN";84;"AUVERGNE RHONE ALPES";861097;6564035;866425;6569737
226;1265;"MONTREAL LA CLUSE";1;"AIN";84;"AUVERGNE RHONE ALPES";897409;6566221;903313;6569441
227;1266;"MONTREVEL EN BRESSE";1;"AIN";84;"AUVERGNE RHONE ALPES";860805;6580367;864159;6585348
228;1267;"NURIEUX VOLOGNAT";1;"AIN";84;"AUVERGNE RHONE ALPES";891835;6564584;896183;6571777
229;1268;"MURS ET GELIGNIEUX";1;"AIN";84;"AUVERGNE RHONE ALPES";904723;6506557;909383;6509554
230;1269;"NANTUA";1;"AIN";84;"AUVERGNE RHONE ALPES";898415;6560943;903923;6567745
231;1272;"NEUVILLE LES DAMES";1;"AIN";84;"AUVERGNE RHONE ALPES";851663;6561448;858633;6566983
232;1273;"NEUVILLE SUR AIN";1;"AIN";84;"AUVERGNE RHONE ALPES";880320;6553683;885789;6561005
233;1274;"NEYROLLES";1;"AIN";84;"AUVERGNE RHONE ALPES";901975;6559879;904825;6566268
234;1275;"NEYRON";1;"AIN";84;"AUVERGNE RHONE ALPES";848915;6524536;851686;6528164
235;1276;"NIEVROZ";1;"AIN";84;"AUVERGNE RHONE ALPES";857661;6525261;862468;6528720
236;1277;"NIVOLLET MONTGRIFFON";1;"AIN";84;"AUVERGNE RHONE ALPES";888110;6545092;892085;6549810
237;1279;"ONCIEU";1;"AIN";84;"AUVERGNE RHONE ALPES";890058;6541356;892772;6546604
238;1280;"ORDONNAZ";1;"AIN";84;"AUVERGNE RHONE ALPES";894668;6526390;900235;6532394
239;1281;"ORNEX";1;"AIN";84;"AUVERGNE RHONE ALPES";936714;6578234;939888;6581783
240;1282;"OUTRIAZ";1;"AIN";84;"AUVERGNE RHONE ALPES";895597;6552929;899175;6556471
241;1283;"OYONNAX";1;"AIN";84;"AUVERGNE RHONE ALPES";899479;6572491;908970;6581146
242;1284;"OZAN";1;"AIN";84;"AUVERGNE RHONE ALPES";845540;6587664;849418;6590673
243;1285;"PARCIEUX";1;"AIN";84;"AUVERGNE RHONE ALPES";840116;6536064;843503;6538330
244;1286;"PARVES ET NATTAGES";1;"AIN";84;"AUVERGNE RHONE ALPES";911682;6515448;915946;6521319
245;1288;"PERON";1;"AIN";84;"AUVERGNE RHONE ALPES";920836;6566854;928549;6573399
246;1289;"PERONNAS";1;"AIN";84;"AUVERGNE RHONE ALPES";867815;6563054;874632;6568357
247;1290;"PEROUGES";1;"AIN";84;"AUVERGNE RHONE ALPES";866561;6529436;871484;6537254
248;1291;"PERREX";1;"AIN";84;"AUVERGNE RHONE ALPES";849060;6572173;854741;6575251
249;1293;"PEYRIAT";1;"AIN";84;"AUVERGNE RHONE ALPES";891665;6562715;895109;6565403
250;1294;"PEYRIEU";1;"AIN";84;"AUVERGNE RHONE ALPES";906769;6509086;910840;6514550
251;1295;"PEYZIEUX SUR SAONE";1;"AIN";84;"AUVERGNE RHONE ALPES";838010;6557891;842929;6561500
252;1296;"PIRAJOUX";1;"AIN";84;"AUVERGNE RHONE ALPES";871384;6586806;877498;6592865
253;1297;"PIZAY";1;"AIN";84;"AUVERGNE RHONE ALPES";860263;6531368;863852;6537567
