"ID";"INSEE COM";"NOM COM M";"INSEE DEP";"NOM DEP";"INSEE REG";"NOM REG";"XMIN";"YMIN";"XMAX";"YMAX"
12699;33402;"SAINTE FOY LA GRANDE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";479592;6419149;480674;6420027
12700;33403;"SAINTE FOY LA LONGUE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";448869;6393724;452833;6397647
12701;33404;"SAINTE GEMME";33;"GIRONDE";75;"NOUVELLE AQUITAINE";465796;6393187;469312;6397693
12702;33405;"SAINT GENES DE BLAYE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";409393;6456334;414559;6460578
12703;33406;"SAINT GENES DE CASTILLON";33;"GIRONDE";75;"NOUVELLE AQUITAINE";456006;6425641;460574;6428508
12704;33407;"SAINT GENES DE FRONSAC";33;"GIRONDE";75;"NOUVELLE AQUITAINE";435185;6439563;437635;6444159
12705;33408;"SAINT GENES DE LOMBAUD";33;"GIRONDE";75;"NOUVELLE AQUITAINE";429931;6410271;434806;6413325
12706;33409;"SAINT GENIS DU BOIS";33;"GIRONDE";75;"NOUVELLE AQUITAINE";446762;6404335;448885;6406086
12707;33411;"SAINT GERMAIN DE GRAVE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";442916;6394712;447132;6399173
12708;33412;"SAINT GERMAIN D ESTEUIL";33;"GIRONDE";75;"NOUVELLE AQUITAINE";390209;6463801;400003;6474327
12709;33413;"SAINT GERMAIN DU PUCH";33;"GIRONDE";75;"NOUVELLE AQUITAINE";434297;6420579;439091;6424786
12710;33414;"SAINT GERMAIN DE LA RIVIERE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";435830;6431507;439114;6433997
12711;33415;"SAINT GERVAIS";33;"GIRONDE";75;"NOUVELLE AQUITAINE";425019;6439785;428855;6442762
12712;33416;"SAINT GIRONS D AIGUEVIVES";33;"GIRONDE";75;"NOUVELLE AQUITAINE";420104;6453215;424078;6458551
12713;33417;"SAINTE HELENE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";385193;6429728;398995;6444586
12714;33418;"SAINT HILAIRE DE LA NOAILLE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";460380;6391869;464555;6396325
12715;33419;"SAINT HILAIRE DU BOIS";33;"GIRONDE";75;"NOUVELLE AQUITAINE";454845;6399238;457674;6401992
12716;33420;"SAINT HIPPOLYTE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";452456;6422744;454767;6426022
12717;33421;"SAINT JEAN DE BLAIGNAC";33;"GIRONDE";75;"NOUVELLE AQUITAINE";450646;6415511;454104;6418661
12718;33422;"SAINT JEAN D ILLAC";33;"GIRONDE";75;"NOUVELLE AQUITAINE";391357;6411598;405516;6425128
12719;33423;"SAINT JULIEN BEYCHEVELLE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";402676;6455579;409874;6460792
12720;33424;"SAINT LAURENT MEDOC";33;"GIRONDE";75;"NOUVELLE AQUITAINE";389505;6448838;404583;6464121
12721;33425;"SAINT LAURENT D ARCE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";425339;6442231;428602;6446233
12722;33426;"SAINT LAURENT DES COMBES";33;"GIRONDE";75;"NOUVELLE AQUITAINE";451430;6422218;453061;6426402
12723;33427;"SAINT LAURENT DU BOIS";33;"GIRONDE";75;"NOUVELLE AQUITAINE";449116;6396581;452778;6400166
12724;33428;"SAINT LAURENT DU PLAN";33;"GIRONDE";75;"NOUVELLE AQUITAINE";451612;6395654;453869;6397629
12725;33429;"SAINT LEGER DE BALSON";33;"GIRONDE";75;"NOUVELLE AQUITAINE";422684;6372054;429657;6380080
12726;33431;"SAINT LEON";33;"GIRONDE";75;"NOUVELLE AQUITAINE";439612;6411515;441915;6414371
12727;33432;"SAINT LOUBERT";33;"GIRONDE";75;"NOUVELLE AQUITAINE";447494;6387884;449471;6389806
12728;33433;"SAINT LOUBES";33;"GIRONDE";75;"NOUVELLE AQUITAINE";426475;6427285;433180;6434186
12729;33434;"SAINT LOUIS DE MONTFERRAND";33;"GIRONDE";75;"NOUVELLE AQUITAINE";419952;6431207;422942;6438522
12730;33435;"SAINT MACAIRE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";441828;6389541;444754;6390968
12731;33436;"SAINT MAGNE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";404398;6385366;414030;6396821
12732;33437;"SAINT MAGNE DE CASTILLON";33;"GIRONDE";75;"NOUVELLE AQUITAINE";455028;6419680;459838;6424277
12733;33438;"SAINT MAIXANT";33;"GIRONDE";75;"NOUVELLE AQUITAINE";440071;6389812;444424;6394591
12734;33439;"SAINT MARIENS";33;"GIRONDE";75;"NOUVELLE AQUITAINE";429472;6450907;434557;6454768
12735;33440;"SAINT MARTIAL";33;"GIRONDE";75;"NOUVELLE AQUITAINE";445665;6396105;450270;6399409
12736;33441;"SAINT MARTIN LACAUSSADE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";412545;6454133;415294;6456935
12737;33442;"SAINT MARTIN DE LAYE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";443987;6439819;447730;6444548
12738;33443;"SAINT MARTIN DE LERM";33;"GIRONDE";75;"NOUVELLE AQUITAINE";457199;6397094;460114;6400882
12739;33444;"SAINT MARTIN DE SESCAS";33;"GIRONDE";75;"NOUVELLE AQUITAINE";447381;6390041;450474;6394656
12740;33445;"SAINT MARTIN DU BOIS";33;"GIRONDE";75;"NOUVELLE AQUITAINE";441167;6438468;445069;6443835
12741;33446;"SAINT MARTIN DU PUY";33;"GIRONDE";75;"NOUVELLE AQUITAINE";457381;6400062;461383;6403846
12742;33447;"SAINT MEDARD DE GUIZIERES";33;"GIRONDE";75;"NOUVELLE AQUITAINE";455395;6437595;460525;6441192
12743;33448;"SAINT MEDARD D EYRANS";33;"GIRONDE";75;"NOUVELLE AQUITAINE";419110;6405318;424644;6410336
12744;33449;"SAINT MEDARD EN JALLES";33;"GIRONDE";75;"NOUVELLE AQUITAINE";393434;6423354;409539;6432433
12745;33450;"SAINT MICHEL DE CASTELNAU";33;"GIRONDE";75;"NOUVELLE AQUITAINE";448343;6354327;457955;6364088
12746;33451;"SAINT MICHEL DE FRONSAC";33;"GIRONDE";75;"NOUVELLE AQUITAINE";438258;6427908;441109;6432909
12747;33452;"SAINT MICHEL DE RIEUFRET";33;"GIRONDE";75;"NOUVELLE AQUITAINE";423303;6394869;430232;6401018
12748;33453;"SAINT MICHEL DE LAPUJADE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";464927;6390050;471258;6393482
12749;33454;"SAINT MORILLON";33;"GIRONDE";75;"NOUVELLE AQUITAINE";417511;6396484;423823;6402426
12750;33456;"SAINT PALAIS";33;"GIRONDE";75;"NOUVELLE AQUITAINE";415418;6472152;420432;6475880
12751;33457;"SAINT PARDON DE CONQUES";33;"GIRONDE";75;"NOUVELLE AQUITAINE";445382;6386599;448142;6390493
12752;33458;"SAINT PAUL";33;"GIRONDE";75;"NOUVELLE AQUITAINE";414990;6454718;420654;6458273
12753;33459;"SAINT PEY D ARMENS";33;"GIRONDE";75;"NOUVELLE AQUITAINE";452147;6420705;455519;6423389
12754;33460;"SAINT PEY DE CASTETS";33;"GIRONDE";75;"NOUVELLE AQUITAINE";455917;6415292;459270;6421099
12755;33461;"SAINT PHILIPPE D AIGUILLE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";458078;6427435;462105;6430136
12756;33462;"SAINT PHILIPPE DU SEIGNAL";33;"GIRONDE";75;"NOUVELLE AQUITAINE";481541;6416286;483946;6419059
12757;33463;"SAINT PIERRE D AURILLAC";33;"GIRONDE";75;"NOUVELLE AQUITAINE";445271;6390253;448017;6393709
12758;33464;"SAINT PIERRE DE BAT";33;"GIRONDE";75;"NOUVELLE AQUITAINE";442915;6400039;446777;6403588
12759;33465;"SAINT PIERRE DE MONS";33;"GIRONDE";75;"NOUVELLE AQUITAINE";442936;6385331;446152;6390378
12760;33466;"SAINT QUENTIN DE BARON";33;"GIRONDE";75;"NOUVELLE AQUITAINE";438308;6416931;443059;6420263
12761;33467;"SAINT QUENTIN DE CAPLONG";33;"GIRONDE";75;"NOUVELLE AQUITAINE";471252;6412891;475969;6416670
12762;33468;"SAINTE RADEGONDE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";462306;6413085;467743;6419268
12763;33470;"SAINT ROMAIN LA VIRVEE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";427608;6432924;433508;6436486
12764;33471;"SAINT SAUVEUR";33;"GIRONDE";75;"NOUVELLE AQUITAINE";397054;6459618;402837;6465170
12765;33472;"SAINT SAUVEUR DE PUYNORMAND";33;"GIRONDE";75;"NOUVELLE AQUITAINE";459519;6436247;462905;6438849
12766;33473;"SAINT SAVIN";33;"GIRONDE";75;"NOUVELLE AQUITAINE";425981;6452466;433103;6461870
12767;33474;"SAINT SELVE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";422348;6398000;427211;6404912
12768;33475;"SAINT SEURIN DE BOURG";33;"GIRONDE";75;"NOUVELLE AQUITAINE";416733;6444055;419284;6447003
12769;33476;"SAINT SEURIN DE CADOURNE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";399258;6471177;407108;6475124
12770;33477;"SAINT SEURIN DE CURSAC";33;"GIRONDE";75;"NOUVELLE AQUITAINE";414341;6456293;416111;6458679
12771;33478;"SAINT SEURIN SUR L ISLE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";461507;6436881;465348;6440943
12772;33479;"SAINT SEVE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";458773;6392918;461500;6396002
12773;33480;"SAINT SULPICE DE FALEYRENS";33;"GIRONDE";75;"NOUVELLE AQUITAINE";445725;6419888;450501;6426385
12774;33481;"SAINT SULPICE DE GUILLERAGUES";33;"GIRONDE";75;"NOUVELLE AQUITAINE";464460;6393935;467566;6398607
12775;33482;"SAINT SULPICE DE POMMIERS";33;"GIRONDE";75;"NOUVELLE AQUITAINE";451311;6400373;455451;6404196
12776;33483;"SAINT SULPICE ET CAMEYRAC";33;"GIRONDE";75;"NOUVELLE AQUITAINE";430714;6425985;435673;6431328
12777;33484;"SAINT SYMPHORIEN";33;"GIRONDE";75;"NOUVELLE AQUITAINE";410014;6369114;424623;6382826
12778;33485;"SAINTE TERRE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";450411;6417648;456413;6421810
12779;33486;"SAINT TROJAN";33;"GIRONDE";75;"NOUVELLE AQUITAINE";417454;6448478;419729;6451036
12780;33487;"SAINT VINCENT DE PAUL";33;"GIRONDE";75;"NOUVELLE AQUITAINE";423598;6432347;427608;6439996
12781;33488;"SAINT VINCENT DE PERTIGNAS";33;"GIRONDE";75;"NOUVELLE AQUITAINE";452230;6413702;455523;6418535
12782;33489;"SAINT VIVIEN DE BLAYE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";422305;6450068;426290;6452363
12783;33490;"SAINT VIVIEN DE MEDOC";33;"GIRONDE";75;"NOUVELLE AQUITAINE";381973;6487365;393458;6499232
12784;33491;"SAINT VIVIEN DE MONSEGUR";33;"GIRONDE";75;"NOUVELLE AQUITAINE";468887;6392505;474333;6397544
12785;33492;"SAINT YZAN DE SOUDIAC";33;"GIRONDE";75;"NOUVELLE AQUITAINE";430812;6453698;434148;6459070
12786;33493;"SAINT YZANS DE MEDOC";33;"GIRONDE";75;"NOUVELLE AQUITAINE";398509;6474908;406362;6479872
12787;33494;"SALAUNES";33;"GIRONDE";75;"NOUVELLE AQUITAINE";391804;6428038;400797;6437580
12788;33496;"SALLEBOEUF";33;"GIRONDE";75;"NOUVELLE AQUITAINE";429528;6419144;434549;6424170
12789;33498;"SALLES";33;"GIRONDE";75;"NOUVELLE AQUITAINE";381296;6381608;401028;6397558
12790;33499;"SALLES DE CASTILLON";33;"GIRONDE";75;"NOUVELLE AQUITAINE";461485;6426164;466037;6429989
12791;33500;"SAMONAC";33;"GIRONDE";75;"NOUVELLE AQUITAINE";417927;6446237;420042;6449066
12792;33501;"SAUCATS";33;"GIRONDE";75;"NOUVELLE AQUITAINE";404463;6395939;419029;6405633
12793;33502;"SAUGON";33;"GIRONDE";75;"NOUVELLE AQUITAINE";422188;6458009;428219;6462533
12794;33503;"SAUMOS";33;"GIRONDE";75;"NOUVELLE AQUITAINE";378678;6427399;389670;6435925
12795;33504;"SAUTERNES";33;"GIRONDE";75;"NOUVELLE AQUITAINE";431917;6384826;436712;6389491
12796;33505;"SAUVE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";434925;6409458;440379;6416039
12797;33506;"SAUVETERRE DE GUYENNE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";452700;6401207;460584;6408754
12798;33507;"SAUVIAC";33;"GIRONDE";75;"NOUVELLE AQUITAINE";444499;6369366;448699;6374442
12799;33508;"SAVIGNAC";33;"GIRONDE";75;"NOUVELLE AQUITAINE";450716;6381684;455712;6386972
12800;33509;"SAVIGNAC DE L ISLE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";443613;6435288;446074;6438965
12801;33510;"SEMENS";33;"GIRONDE";75;"NOUVELLE AQUITAINE";442423;6394451;444641;6396999
12802;33511;"SENDETS";33;"GIRONDE";75;"NOUVELLE AQUITAINE";452038;6372541;455677;6376749
12803;33512;"SIGALENS";33;"GIRONDE";75;"NOUVELLE AQUITAINE";455464;6374028;461976;6381395
12804;33513;"SILLAS";33;"GIRONDE";75;"NOUVELLE AQUITAINE";454345;6366304;458261;6370319
12805;33514;"SOULAC SUR MER";33;"GIRONDE";75;"NOUVELLE AQUITAINE";375475;6493290;389238;6502107
12806;33515;"SOULIGNAC";33;"GIRONDE";75;"NOUVELLE AQUITAINE";437311;6402641;441932;6407185
12807;33516;"SOUSSAC";33;"GIRONDE";75;"NOUVELLE AQUITAINE";461168;6406926;465373;6410133
12808;33517;"SOUSSANS";33;"GIRONDE";75;"NOUVELLE AQUITAINE";406275;6443739;412557;6448900
12809;33518;"TABANAC";33;"GIRONDE";75;"NOUVELLE AQUITAINE";427741;6406231;431814;6410794
12810;33519;"TAILLAN MEDOC";33;"GIRONDE";75;"NOUVELLE AQUITAINE";406914;6428335;412543;6432564
12811;33520;"TAILLECAVAT";33;"GIRONDE";75;"NOUVELLE AQUITAINE";472444;6396613;476727;6400671
12812;33521;"TALAIS";33;"GIRONDE";75;"NOUVELLE AQUITAINE";378921;6492212;390989;6501410
12813;33522;"TALENCE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";414603;6416216;417603;6420470
12814;33523;"TARGON";33;"GIRONDE";75;"NOUVELLE AQUITAINE";437922;6406067;444561;6413097
12815;33524;"TARNES";33;"GIRONDE";75;"NOUVELLE AQUITAINE";434781;6435505;436514;6437118
12816;33525;"TAURIAC";33;"GIRONDE";75;"NOUVELLE AQUITAINE";421780;6442940;426437;6447800
12817;33526;"TAYAC";33;"GIRONDE";75;"NOUVELLE AQUITAINE";459639;6432160;463416;6435088
12818;33527;"TEICH";33;"GIRONDE";75;"NOUVELLE AQUITAINE";375556;6386835;385722;6403152
12819;33528;"TEMPLE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";380884;6422394;393513;6430326
12820;33529;"TESTE DE BUCH";33;"GIRONDE";75;"NOUVELLE AQUITAINE";361798;6383384;374246;6409372
12821;33530;"TEUILLAC";33;"GIRONDE";75;"NOUVELLE AQUITAINE";418878;6448997;422730;6452693
12822;33531;"TIZAC DE CURTON";33;"GIRONDE";75;"NOUVELLE AQUITAINE";442452;6417824;445044;6420751
12823;33532;"TIZAC DE LAPOUYADE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";437646;6444232;441337;6449112
12824;33533;"TOULENNE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";438492;6388554;441734;6392826
12825;33534;"TOURNE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";429760;6406573;432282;6409238
12826;33535;"TRESSES";33;"GIRONDE";75;"NOUVELLE AQUITAINE";423323;6420040;427758;6424516
12827;33536;"TUZAN";33;"GIRONDE";75;"NOUVELLE AQUITAINE";410493;6376544;416602;6381400
12828;33537;"UZESTE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";432400;6372362;438279;6379040
12829;33538;"VALEYRAC";33;"GIRONDE";75;"NOUVELLE AQUITAINE";392066;6482708;401547;6489042
12830;33539;"VAYRES";33;"GIRONDE";75;"NOUVELLE AQUITAINE";435437;6424092;439553;6429496
12831;33540;"VENDAYS MONTALIVET";33;"GIRONDE";75;"NOUVELLE AQUITAINE";373756;6473690;384935;6485344
12832;33541;"VENSAC";33;"GIRONDE";75;"NOUVELLE AQUITAINE";374640;6483600;386972;6488979
12833;33542;"VERAC";33;"GIRONDE";75;"NOUVELLE AQUITAINE";434838;6436569;439384;6440004
12834;33543;"VERDELAIS";33;"GIRONDE";75;"NOUVELLE AQUITAINE";439437;6391887;444243;6394945
12835;33544;"VERDON SUR MER";33;"GIRONDE";75;"NOUVELLE AQUITAINE";374715;6498306;388679;6509118
12836;33545;"VERTHEUIL";33;"GIRONDE";75;"NOUVELLE AQUITAINE";394695;6466771;401950;6471235
12837;33546;"VIGNONET";33;"GIRONDE";75;"NOUVELLE AQUITAINE";449806;6420361;452752;6422843
12838;33547;"VILLANDRAUT";33;"GIRONDE";75;"NOUVELLE AQUITAINE";428593;6376010;433453;6380157
12839;33548;"VILLEGOUGE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";436081;6433634;441498;6438565
12840;33549;"VILLENAVE DE RIONS";33;"GIRONDE";75;"NOUVELLE AQUITAINE";433987;6403853;436725;6405276
12841;33550;"VILLENAVE D ORNON";33;"GIRONDE";75;"NOUVELLE AQUITAINE";415853;6411103;422274;6418211
12842;33551;"VILLENEUVE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";411540;6447257;415656;6450508
12843;33552;"VIRELADE";33;"GIRONDE";75;"NOUVELLE AQUITAINE";428197;6398058;433156;6404009
12844;33553;"VIRSAC";33;"GIRONDE";75;"NOUVELLE AQUITAINE";428108;6441009;430707;6443288
12845;33554;"YVRAC";33;"GIRONDE";75;"NOUVELLE AQUITAINE";423941;6424366;428165;6428187
12846;33555;"MARCHEPRIME";33;"GIRONDE";75;"NOUVELLE AQUITAINE";390630;6404287;398765;6411598
12847;34001;"ABEILHAN";34;"HERAULT";76;"OCCITANIE";722483;6260396;726528;6264347
12848;34002;"ADISSAN";34;"HERAULT";76;"OCCITANIE";733235;6269201;735567;6272480
12849;34003;"AGDE";34;"HERAULT";76;"OCCITANIE";734771;6240533;743803;6250660
12850;34004;"AGEL";34;"HERAULT";76;"OCCITANIE";686441;6247411;689927;6252753
12851;34005;"AGONES";34;"HERAULT";76;"OCCITANIE";757105;6309441;759241;6313321
12852;34006;"AIGNE";34;"HERAULT";76;"OCCITANIE";681033;6245033;685247;6249451
12853;34007;"AIGUES VIVES";34;"HERAULT";76;"OCCITANIE";683701;6246995;687587;6253298
12854;34008;"AIRES";34;"HERAULT";76;"OCCITANIE";700476;6272328;710456;6276476
12855;34009;"ALIGNAN DU VENT";34;"HERAULT";76;"OCCITANIE";724464;6260320;730412;6266187
12856;34010;"ANIANE";34;"HERAULT";76;"OCCITANIE";744563;6283372;750781;6291874
12857;34011;"ARBORAS";34;"HERAULT";76;"OCCITANIE";736621;6288851;739691;6293922
12858;34012;"ARGELLIERS";34;"HERAULT";76;"OCCITANIE";750054;6286267;760035;6299083
12859;34013;"ASPIRAN";34;"HERAULT";76;"OCCITANIE";733864;6271424;738847;6276858
12860;34014;"ASSAS";34;"HERAULT";76;"OCCITANIE";770343;6286670;775366;6295321
12861;34015;"ASSIGNAN";34;"HERAULT";76;"OCCITANIE";688933;6253558;692654;6257693
12862;34016;"AUMELAS";34;"HERAULT";76;"OCCITANIE";743680;6270076;754196;6280950
12863;34017;"AUMES";34;"HERAULT";76;"OCCITANIE";736015;6261030;740002;6264553
12864;34018;"AUTIGNAC";34;"HERAULT";76;"OCCITANIE";711089;6264391;715393;6268961
12865;34019;"AVENE";34;"HERAULT";76;"OCCITANIE";704169;6289252;713660;6300166
12866;34020;"AZILLANET";34;"HERAULT";76;"OCCITANIE";677126;6244852;681890;6250137
12867;34021;"BABEAU BOULDOUX";34;"HERAULT";76;"OCCITANIE";688194;6257306;694273;6262798
12868;34022;"BAILLARGUES";34;"HERAULT";76;"OCCITANIE";779571;6282742;783454;6286631
12869;34023;"BALARUC LES BAINS";34;"HERAULT";76;"OCCITANIE";753816;6259246;758279;6263136
12870;34024;"BALARUC LE VIEUX";34;"HERAULT";76;"OCCITANIE";753950;6261512;758930;6264731
12871;34025;"BASSAN";34;"HERAULT";76;"OCCITANIE";719162;6254806;722381;6258640
12872;34026;"BEAUFORT";34;"HERAULT";76;"OCCITANIE";679002;6243506;683723;6246330
12873;34027;"BEAULIEU";34;"HERAULT";76;"OCCITANIE";780693;6290652;784590;6294924
12874;34028;"BEDARIEUX";34;"HERAULT";76;"OCCITANIE";709690;6276143;716751;6282168
12875;34029;"BELARGA";34;"HERAULT";76;"OCCITANIE";738613;6271995;742226;6273972
12876;34030;"BERLOU";34;"HERAULT";76;"OCCITANIE";692215;6265011;699367;6268453
12877;34031;"BESSAN";34;"HERAULT";76;"OCCITANIE";729855;6247727;737323;6254137
12878;34032;"BEZIERS";34;"HERAULT";76;"OCCITANIE";710342;6244246;727648;6255574
12879;34033;"BOISSERON";34;"HERAULT";76;"OCCITANIE";784590;6293839;788568;6297203
12880;34034;"BOISSET";34;"HERAULT";76;"OCCITANIE";671266;6253046;677607;6259270
12881;34035;"BOISSIERE";34;"HERAULT";76;"OCCITANIE";749867;6280551;754616;6288831
12882;34036;"BOSC";34;"HERAULT";76;"OCCITANIE";727559;6285053;735285;6292755
12883;34037;"BOUJAN SUR LIBRON";34;"HERAULT";76;"OCCITANIE";719509;6251611;723115;6255386
12884;34038;"BOUSQUET D ORB";34;"HERAULT";76;"OCCITANIE";709746;6286364;714369;6291898
12885;34039;"BOUZIGUES";34;"HERAULT";76;"OCCITANIE";751792;6258630;754514;6263122
12886;34040;"BRENAS";34;"HERAULT";76;"OCCITANIE";718479;6279806;722219;6284962
12887;34041;"BRIGNAC";34;"HERAULT";76;"OCCITANIE";736631;6278776;739323;6282295
12888;34042;"BRISSAC";34;"HERAULT";76;"OCCITANIE";752859;6302925;761588;6312925
12889;34043;"BUZIGNARGUES";34;"HERAULT";76;"OCCITANIE";778515;6296113;781744;6298914
12890;34044;"CABREROLLES";34;"HERAULT";76;"OCCITANIE";706534;6266918;713293;6274699
12891;34045;"CABRIERES";34;"HERAULT";76;"OCCITANIE";724698;6272171;731418;6278808
12892;34046;"CAMBON ET SALVERGUES";34;"HERAULT";76;"OCCITANIE";685815;6277007;696045;6284308
12893;34047;"CAMPAGNAN";34;"HERAULT";76;"OCCITANIE";738600;6270281;741229;6272531
12894;34048;"CAMPAGNE";34;"HERAULT";76;"OCCITANIE";781484;6297863;784873;6300519
12895;34049;"CAMPLONG";34;"HERAULT";76;"OCCITANIE";706165;6284136;710866;6290351
12896;34050;"CANDILLARGUES";34;"HERAULT";76;"OCCITANIE";784422;6278312;787413;6282706
12897;34051;"CANET";34;"HERAULT";76;"OCCITANIE";737457;6275847;740430;6279979
12898;34052;"CAPESTANG";34;"HERAULT";76;"OCCITANIE";699204;6242302;708938;6250865
12899;34053;"CARLENCAS ET LEVAS";34;"HERAULT";76;"OCCITANIE";715805;6278395;719564;6283427
12900;34054;"CASSAGNOLES";34;"HERAULT";76;"OCCITANIE";664814;6251889;670260;6259454
12901;34055;"CASTANET LE HAUT";34;"HERAULT";76;"OCCITANIE";692530;6283396;699406;6289509
12902;34056;"CASTELNAU DE GUERS";34;"HERAULT";76;"OCCITANIE";734447;6257426;741998;6262113
12903;34057;"CASTELNAU LE LEZ";34;"HERAULT";76;"OCCITANIE";771487;6280362;775619;6284535
12904;34058;"CASTRIES";34;"HERAULT";76;"OCCITANIE";775683;6285074;783213;6291759
12905;34059;"CAUNETTE";34;"HERAULT";76;"OCCITANIE";680421;6249042;685445;6255405
12906;34060;"CAUSSE DE LA SELLE";34;"HERAULT";76;"OCCITANIE";746213;6293906;755566;6305074
12907;34061;"CAUSSES ET VEYRAN";34;"HERAULT";76;"OCCITANIE";704880;6259779;709635;6266109
12908;34062;"CAUSSINIOJOULS";34;"HERAULT";76;"OCCITANIE";710769;6269229;714787;6274585
12909;34063;"CAUX";34;"HERAULT";76;"OCCITANIE";726694;6263933;733319;6270429
12910;34064;"CAYLAR";34;"HERAULT";76;"OCCITANIE";722243;6305272;727624;6310952
12911;34065;"CAZEDARNES";34;"HERAULT";76;"OCCITANIE";699711;6256312;705138;6259999
12912;34066;"CAZEVIEILLE";34;"HERAULT";76;"OCCITANIE";760289;6294239;766475;6299168
12913;34067;"CAZILHAC";34;"HERAULT";76;"OCCITANIE";753071;6310874;758428;6315955
12914;34068;"CAZOULS D HERAULT";34;"HERAULT";76;"OCCITANIE";735906;6264826;737997;6268843
12915;34069;"CAZOULS LES BEZIERS";34;"HERAULT";76;"OCCITANIE";702532;6251542;712426;6259138
12916;34070;"CEBAZAN";34;"HERAULT";76;"OCCITANIE";696482;6254456;702246;6258258
12917;34071;"CEILHES ET ROCOZELS";34;"HERAULT";76;"OCCITANIE";703915;6298189;712151;6304109
12918;34072;"CELLES";34;"HERAULT";76;"OCCITANIE";726277;6283940;731269;6287068
12919;34073;"CERS";34;"HERAULT";76;"OCCITANIE";724019;6246088;727516;6250060
12920;34074;"CESSENON SUR ORB";34;"HERAULT";76;"OCCITANIE";697182;6257640;708701;6265524
12921;34075;"CESSERAS";34;"HERAULT";76;"OCCITANIE";673765;6244686;677845;6251395
12922;34076;"CEYRAS";34;"HERAULT";76;"OCCITANIE";734792;6281528;739896;6285840
12923;34077;"CLAPIERS";34;"HERAULT";76;"OCCITANIE";769880;6283222;772886;6288023
12924;34078;"CLARET";34;"HERAULT";76;"OCCITANIE";766783;6302886;774142;6310437
12925;34079;"CLERMONT L HERAULT";34;"HERAULT";76;"OCCITANIE";726548;6277602;738321;6285533
12926;34080;"COLOMBIERES SUR ORB";34;"HERAULT";76;"OCCITANIE";698724;6274582;702541;6278041
12927;34081;"COLOMBIERS";34;"HERAULT";76;"OCCITANIE";708469;6244817;714505;6248173
12928;34082;"COMBAILLAUX";34;"HERAULT";76;"OCCITANIE";761089;6284489;765525;6288419
12929;34083;"COMBES";34;"HERAULT";76;"OCCITANIE";701880;6276134;706379;6280191
12930;34084;"CORNEILHAN";34;"HERAULT";76;"OCCITANIE";713479;6253326;717766;6258606
12931;34085;"COULOBRES";34;"HERAULT";76;"OCCITANIE";721183;6260107;723282;6262532
12932;34086;"COURNIOU";34;"HERAULT";76;"OCCITANIE";672054;6262129;678603;6269036
12933;34087;"COURNONSEC";34;"HERAULT";76;"OCCITANIE";754400;6268930;759188;6273882
12934;34088;"COURNONTERRAL";34;"HERAULT";76;"OCCITANIE";753075;6270558;761229;6279337
12935;34089;"CREISSAN";34;"HERAULT";76;"OCCITANIE";698180;6250947;702168;6255011
12936;34090;"CRES";34;"HERAULT";76;"OCCITANIE";774122;6281800;776652;6286257
12937;34091;"CROS";34;"HERAULT";76;"OCCITANIE";727314;6305470;731770;6313209
12938;34092;"CRUZY";34;"HERAULT";76;"OCCITANIE";690898;6245859;696830;6254954
12939;34093;"DIO ET VALQUIERES";34;"HERAULT";76;"OCCITANIE";714923;6283031;720551;6288311
12940;34094;"ESPONDEILHAN";34;"HERAULT";76;"OCCITANIE";719395;6258437;722633;6261507
12941;34095;"FABREGUES";34;"HERAULT";76;"OCCITANIE";758495;6266347;766620;6274732
12942;34096;"FAUGERES";34;"HERAULT";76;"OCCITANIE";710650;6270784;717479;6277550
